,id,name,genus,family,ecology,countries,threat_paragraph,conservation_paragraph,pop_trend,status,country_count,scientific_name
1106,1106,mexican water mouse,Rheomys,Cricetidae,Terrestrial; Freshwater,Mexico; ,"
    This species is threatened by human activity within its range, specifically by continued deforestation and water pollution. Any type of water pollution, including household pollution from washing clothes, is considered a threat to this species. Deforestation is occurring throughout the range of this species, except in steep riparian areas.

    
  ",['\n    More research is needed to determine the status of this species population and its specialized habitat.\n\n    \n  '],Unknown,"
    Endangered


    B1ab(iii)

    ",1,Rheomys mexicanus
1107,1107,patternless whistling frog,Eleutherodactylus,Eleutherodactylidae,Terrestrial,Haiti; ,"
    Severe deforestation is taking place within its range in Haiti due to charcoaling and slash-and-burn agriculture.

    
  ","['\n', <p>It occurs within the de la Hotte Biosphere, although improved site management is required. Additional habitat and resource protection is also urgently needed. More information is needed on this species' distribution, population status and natural history.</p>, <p>The  Amphibian Ark Conservation Needs Assessment process  (Amphibian Ark   2011) conducted in the joint IUCN-Amphibian Ark workshop  where this   species was reassessed identified that<span style=""font-style: italic;""> </span>further conservation actions for this taxon should include<span style=""font-style: italic;""> in situ </span>conservation<span style=""font-style: italic;""></span> and conservation education.</p>, '\n']",Unknown,"
    Endangered


    B1ab(iii)

    ",1,Eleutherodactylus diplasius
1108,1108,neiba telegraph frog,Eleutherodactylus,Eleutherodactylidae,Terrestrial,Dominican Republic; Haiti; ,"
    The cloud forest habitat of this species is being destroyed at a rapid rate, even in protected areas, as a result of logging by local people (charcoaling) and slash-and-burn agriculture. The site of the type locality has restricted access, with only one road going to the area from the south (M. Landestoy pers. comm. March 2011).

    
  ","[""\n    It occurs in the protected area of Parque Nacional Sierra de Neiba in the Dominican Republic, but there is a need for improved management of this area for conservation. More information is needed on this species' distribution, population status and natural history.  The Dominican governmental agency Ministerio de Educación Superior, Ciencia y Tecnología (MECyT) is currently financing a three-year Dominican conservation project on threatened frogs due to climate change (RANA-RD), and which is expected to contribute towards a national Dominican amphibian conservation action plan with policy recommendations (C. Marte, M. Rodríguez and L. Diaz pers. comms. March 2011).    "", <p>The  Amphibian Ark Conservation Needs Assessment process  (Amphibian Ark    2011) conducted in the joint IUCN-Amphibian Ark workshop  where this    species was reassessed identified that<span style=""font-style: italic;""> </span>further conservation actions for this taxon should include<span style=""font-style: italic;""> in situ </span>conservation<span style=""font-style: italic;""></span>.</p>, <p><br/></p>, '\n']",Decreasing,"
    Endangered


    B1ab(iii)

    ",2,Eleutherodactylus notidodes
1109,1109,nan,Eleutherodactylus,Eleutherodactylidae,Terrestrial,Dominican Republic; Haiti; ,"
    Severe forest destruction is taking place within its range due to charcoaling and slash-and-burn agriculture.

    
  ","[""\n    In the Dominican Republic the species has been recorded on the border of Loma Nalga de Maco National Park. Although not confirmed, it is expected that the species occurs within this protected area. An expansion of the park to encompass the site where this frog has been observed would be of benefit to the species. Information is needed on whether it is found in any protected areas in Haiti. More information is needed on this species' distribution, population status and natural history.  The Dominican governmental agency Ministerio de Educación Superior,  Ciencia y Tecnología (MECyT) is currently financing a three-year  Dominican conservation project on threatened frogs due to climate change  (RANA-RD), and which is expected to contribute towards a national  Dominican amphibian conservation action plan with policy recommendations  (C. Marte, M. Rodríguez and L. Diaz pers. comms. March 2011).     "", <br/>, <br/>, 'The  Amphibian Ark Conservation Needs Assessment process  (Amphibian Ark      2011) conducted in the joint IUCN-Amphibian Ark workshop  where  this     species was reassessed identified that', <span style=""font-style: italic;""> </span>, 'further conservation actions for this taxon should include', <span style=""font-style: italic;""> in situ </span>, 'conservation', <span style=""font-style: italic;""></span>, ' and conservation education.\n\n    \n  ']",Unknown,"
    Endangered


    B1ab(iii)

    ",2,Eleutherodactylus sommeri
1110,1110,nan,Rhinocypha,Chlorocyphidae,Terrestrial; Freshwater,Philippines; ,"
    Deforestation.

    
  ",,Unknown,"
    Endangered


    B1ab(iii)+2ab(iii)

    ",1,Rhinocypha hageni
1111,1111,nan,Rhinocypha,Chlorocyphidae,,Japan (Nansei-shoto); ,,,,"
    Endangered


    B1+2c

    ",1,Rhinocypha uenoi
1112,1112,iyidere goby,Ponticola,Gobiidae,Freshwater,Turkey (Turkey-in-Asia); ,"
    The construction of dams, especially on Iyidere stream, causing rapidly changing the flow regimes in the stream has likely resulted in a decline in this species in the last decade.

    
  ",['\n    No conservation action is in place but is strongly recommended.\n\n    \n  '],Decreasing,"
    Endangered


    B1ab(ii,iii)+2ab(ii,iii)

    ",1,Ponticola rizensis
1113,1113,nan,Actiniopteris,Pteridaceae,Terrestrial,"Congo, The Democratic Republic of the; ","
    The main threat to this species is habitat loss and degradation through mining activities, particularly by extraction surface mining.

    
  ",['\n    No conservation measures are in place for this species.\n\n    \n  '],Unknown,"
    Endangered


    B1ab(i,ii,iii,iv,v)+2ab(i,ii,iii,iv,v)

    ",1,Actiniopteris kornasii
1114,1114,nan,Commelina,Commelinaceae,Terrestrial,"Congo, The Democratic Republic of the; ","
    The main threat to the species is surface mining, which is destroying its habitat.

    
  ",['\n    Currently there are no conservation measures in place for this species.\n\n    \n  '],Decreasing,"
    Endangered


    B1ab(i,ii,iii,iv,v)+2ab(i,ii,iii,iv,v)

    ",1,Commelina zigzag
1115,1115,nan,Cyanotis,Commelinaceae,Terrestrial,"Congo, The Democratic Republic of the; ","
    The main threat to the species is surface mining, which is destroying its habitat.

    
  ",['\n    There are no conservation measure in place for this species.\n\n    \n  '],Unknown,"
    Endangered


    B1ab(i,ii,iii,iv,v)+2ab(i,ii,iii,iv,v)

    ",1,Cyanotis cupricola
1116,1116,nan,Vernonia,Compositae,Terrestrial,"Congo, The Democratic Republic of the; ","
    The main threat to the species is surface mining, which is destroying its habitat.

    
  ",['\n    Currently there are no conservation measures in place for this species.\n\n    \n  '],Unknown,"
    Endangered


    B2ab(i,ii,iii,iv,v)

    ",1,Vernonia duvigneaudii
1117,1117,nan,Wahlenbergia,Campanulaceae,Terrestrial,"Congo, The Democratic Republic of the; ","
    The main threat to this species comes from mining activities, particularly extraction surface mining.

    
  ",['\n    No conservation actions are in place for this species.\n\n    \n  '],Unknown,"
    Endangered


    B2ab(i,ii,iii,iv,v)

    ",1,Wahlenbergia ericoidella
