Scientific Name, Nickname, Common Name, Kingdom, Phylum, Class, Order, Family, Genus, Size, Threats, Conservation, Threat Keywords, Conservation Keywords, tCount, cCount
Plantae,Euchorium cubense,Euchorium (Euchorium cubense),Plantae,Tracheophyta,Magnoliopsida,Sapindales,Sapindaceae,Euchorium (1),,[],[] , , ,0,0
Animalia,Eucobresia pegorarii,Eucobresia (Eucobresia pegorarii),Animalia,Mollusca,Gastropoda,Stylommatophora,Vitrinidae,Eucobresia (1),,[],[] , , ,0,0
Plantae,Eucrosia aurantiaca,Eucrosia (Eucrosia aurantiaca),Plantae,Tracheophyta,Liliopsida,Liliales,Amaryllidaceae,Eucrosia (1),,[],[] , , ,0,0
Plantae,Eudema nubigena,Eudema (Eudema nubigena),Plantae,Tracheophyta,Magnoliopsida,Capparales,Cruciferae,Eudema (1),,[],[] , , ,0,0
Plantae,Eugenia sulcivenia,Eugenia (Eugenia sulcivenia),Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Eugenia (1),,[],[] , , ,0,0
Plantae,Eugenia terpnophylla,Eugenia (Eugenia terpnophylla),Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Eugenia (1),,[],[] , , ,0,0
Plantae,Eugenia salamensis,Eugenia (Eugenia salamensis),Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Eugenia (1),,[],[] , , ,0,0
Plantae,Eugenia acutisepala,Eugenia (Eugenia acutisepala),Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Eugenia (1),,[],[] , , ,0,0
Plantae,Eugenia eperforata,Eugenia (Eugenia eperforata),Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Eugenia (1),,[],[] , , ,0,0
Plantae,Eugenia sachetae,Eugenia (Eugenia sachetae),Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Eugenia (1),,[],[] , , ,0,0
Plantae,Eugenia mozomboensis,Eugenia (Eugenia mozomboensis),Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Eugenia (1),,[],[] , , ,0,0
Plantae,Eugenia abbreviata,Eugenia (Eugenia abbreviata),Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Eugenia (1),,[],[] , , ,0,0
Plantae,Eugenia pycnoneura,Eugenia (Eugenia pycnoneura),Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Eugenia (1),,[],[] , , ,0,0
Plantae,Eugenia taipingensis,Eugenia (Eugenia taipingensis),Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Eugenia (1),,[],[] , , ,0,0
Plantae,Eugenia aceitillo,Eugenia (Eugenia aceitillo),Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Eugenia (1),,[],[] , , ,0,0
Plantae,Eugenia pustulescens,Eugenia (Eugenia pustulescens),Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Eugenia (1),,[],[] , , ,0,0
Plantae,Eugenia excisa,Eugenia (Eugenia excisa),Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Eugenia (1),,[],[] , , ,0,0
Uvillo,Eugenia haematocarpa,Eugenia (Eugenia haematocarpa),Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Eugenia (1),Eugenia (1),[],[] , , ,0,0
Plantae,Eugenia nicholsii,Eugenia (Eugenia nicholsii),Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Eugenia (1),,[],[] , , ,0,0
Plantae,Eugenia johorensis,Eugenia (Eugenia johorensis),Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Eugenia (1),,[],[] , , ,0,0
Plantae,Euonymus thwaitesii,Euonymus (Euonymus thwaitesii),Plantae,Tracheophyta,Magnoliopsida,Celastrales,Celastraceae,Euonymus (1),,[],[] , , ,0,0
Plantae,Euonymus paniculatus,Euonymus (Euonymus paniculatus),Plantae,Tracheophyta,Magnoliopsida,Celastrales,Celastraceae,Euonymus (1),,[],[] , , ,0,0
Plantae,Euphorbia didiereoides,Euphorbia (Euphorbia didiereoides),Plantae,Tracheophyta,Magnoliopsida,Euphorbiales,Euphorbiaceae,Euphorbia (1),,[],[] , , ,0,0
Plantae,Euphorbia neohumbertii,Euphorbia (Euphorbia neohumbertii),Plantae,Tracheophyta,Magnoliopsida,Euphorbiales,Euphorbiaceae,Euphorbia (1),,[],[] , , ,0,0
Plantae,Euphorbia ankarensis,Euphorbia (Euphorbia ankarensis),Plantae,Tracheophyta,Magnoliopsida,Euphorbiales,Euphorbiaceae,Euphorbia (1),,[],[] , , ,0,0
Plantae,Euphorbia wakefieldii,Euphorbia (Euphorbia wakefieldii),Plantae,Tracheophyta,Magnoliopsida,Euphorbiales,Euphorbiaceae,Euphorbia (1),,[],[] , , ,0,0
Plantae,Euphorbia humbertii,Euphorbia (Euphorbia humbertii),Plantae,Tracheophyta,Magnoliopsida,Euphorbiales,Euphorbiaceae,Euphorbia (1),,[],[] , , ,0,0
Plantae,Euphorbia duranii,Euphorbia (Euphorbia duranii),Plantae,Tracheophyta,Magnoliopsida,Euphorbiales,Euphorbiaceae,Euphorbia (1),,[],[] , , ,0,0
Plantae,Euphorbia erythroxyloides,Euphorbia (Euphorbia erythroxyloides),Plantae,Tracheophyta,Magnoliopsida,Euphorbiales,Euphorbiaceae,Euphorbia (1),,[],[] , , ,0,0
Plantae,Euphorbia horombensis,Euphorbia (Euphorbia horombensis),Plantae,Tracheophyta,Magnoliopsida,Euphorbiales,Euphorbiaceae,Euphorbia (1),,[],[] , , ,0,0
Plantae,Euphorbia decaryi,Euphorbia (Euphorbia decaryi),Plantae,Tracheophyta,Magnoliopsida,Euphorbiales,Euphorbiaceae,Euphorbia (1),,[],[] , , ,0,0
Plantae,Euphorbia herman-schwartzii,Euphorbia (Euphorbia herman-schwartzii),Plantae,Tracheophyta,Magnoliopsida,Euphorbiales,Euphorbiaceae,Euphorbia (1),,[],[] , , ,0,0
Plantae,Euphorbia cylindrifolia,Euphorbia (Euphorbia cylindrifolia),Plantae,Tracheophyta,Magnoliopsida,Euphorbiales,Euphorbiaceae,Euphorbia (1),,[],[] , , ,0,0
Plantae,Euphorbia abdelkuri,Euphorbia (Euphorbia abdelkuri),Plantae,Tracheophyta,Magnoliopsida,Euphorbiales,Euphorbiaceae,Euphorbia (1),,[],[] , , ,0,0
Plantae,Euphorbia guillauminiana,Euphorbia (Euphorbia guillauminiana),Plantae,Tracheophyta,Magnoliopsida,Euphorbiales,Euphorbiaceae,Euphorbia (1),,[],[] , , ,0,0
Plantae,Euphorbia kamponii,Euphorbia (Euphorbia kamponii),Plantae,Tracheophyta,Magnoliopsida,Euphorbiales,Euphorbiaceae,Euphorbia (1),,[],[] , , ,0,0
Plantae,Euphorbia epiphylloides,Euphorbia (Euphorbia epiphylloides),Plantae,Tracheophyta,Magnoliopsida,Euphorbiales,Euphorbiaceae,Euphorbia (1),,[],[] , , ,0,0
Plantae,Euphorbia brachyphylla,Euphorbia (Euphorbia brachyphylla),Plantae,Tracheophyta,Magnoliopsida,Euphorbiales,Euphorbiaceae,Euphorbia (1),,[],[] , , ,0,0
Plantae,Euphorbia croizatii,Euphorbia (Euphorbia croizatii),Plantae,Tracheophyta,Magnoliopsida,Euphorbiales,Euphorbiaceae,Euphorbia (1),,[],[] , , ,0,0
Plantae,Euphorbia hedyotoides,Euphorbia (Euphorbia hedyotoides),Plantae,Tracheophyta,Magnoliopsida,Euphorbiales,Euphorbiaceae,Euphorbia (1),,[],[] , , ,0,0
Testudo euphratica; Trionyx euphraticus,Rafetus euphraticus,Euphrates softshell turtle (Rafetus euphraticus),Animalia,Chordata,Reptilia,Testudines,Trionychidae,Rafetus (1),Length: up to 68 cm (2),Habitat destruction caused by damming projects along the Tigris and Euphrates rivers is a major threat to the Euphrates softshell turtle (2) (6) (8).,Proposed conservation measures include further studies into the biology and habitats of the Euphrates softshell turtle as well as into the relationship between this species and local communities (5). ,poaching;environment;pollution; , ,3,0
Evrotas dace,Squalius keadicus,European dace (Squalius keadicus),Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Squalius (1),Maximum length: 25 cm (2),Restricted to just a single river the European dace is primarily threatened by the loss of its habitat. Although the Evrotas River naturally dries up during periods of drought water extraction for agriculture has exacerbated this resulting in fish being stranded in stagnant pools of water with low oxygen concentration and high temperatures (1) (6). This was most severe in 2007 when a prolonged drought resulted in around 80 percent of the main river course drying up (6). As the European dace inhabits fast flowing cold waters mass fish mortality has been observed in areas where its habitat has been degraded in such a way (5). Fish communities within the Evrotas River have also suffered from pollution with lowland parts of the river often near urban areas being the most severely effected (1) (6).,The Evrotas River home to the European dace is a unique biodiversity hotspot within Greece. Its waters support many <strong>endemic</strong> species of plants and fish and consequently protecting this fragile environment is a key conservation priority (6). The importance of this river and a plan for its conservation is outlined in the EU Water Framework Directive. This requires habitat monitoring and management programmes to be implemented whilst tackling the threats to the river (6) (7). Furthermore establishing protected areas and developing sustainable water management plans will be crucial in preserving the European dace for the future (1) (2). ,loss;pollution; ,protected; ,2,1
Animalia,Tinostoma smaragditis,Fabulous green sphinx moth (Tinostoma smaragditis),Animalia,Arthropoda,Insecta,Lepidoptera,Sphingidae,Tinostoma (1),,The fabulous green sphinx moth resides on an island containing the highest diversity of threatened plants of all the Hawaiian Islands (1). The host plant of the fabulous green sphinx moth has not yet been identified but it is possible that it is as rare as the moth itself (1) (2). In 1992 Hurricane Iniki damaged large parts of forest on the moth\xe2\x80\x99s island and resulted in an increase in non-native invasive plant species which could have affected the host plant (1). The unknown host plant also faces destruction by <strong>feral</strong> animals such as pigs and goats which decimate native vegetation (1).,The fabulous green sphinx moth was thought to be extinct until astonishingly it was re-discovered in 1998 (1). It is now considered to be Endangered but unfortunately there are no protection measures in place to conserve it (1). Despite attempts to have it listed on the U.S. Endangered Species Act the lack of information about the fabulous green sphinx moth has so far prevented it from making the list (1). ,invasive; ,endangered species act; ,1,1
great Truk white-eye; large Truk white-eye; teardrop white-eye; Truk white-eye,Rukia ruki,Faichuk white-eye (Rukia ruki),Animalia,Chordata,Aves,Passeriformes,Zosteropidae,Rukia (1),Rukia (1),[],[] , , ,0,0
rock-cress,Phlebolobium maclovianum,Falklands rock cress (Phlebolobium maclovianum),Plantae,Tracheophyta,Magnoliopsida,Capparales,Cruciferae,Phlebolobium (1),Height: 45 - 60 cm (2),The biggest threat to the Falklands rock cress is grazing. In the past overgrazing by sheep and other livestock has caused the Falklands rock cress to undergo a major decline\xa0and it now only exists in small localised patches. This limited distribution places it under additional threat from continued grazing agriculture human disturbance chance natural events genetic erosion and invasive species (1) (6) (7) (8).\xa0\xa0\xa0,Protected by law the Falklands rock cress is listed in the Conservation of Wildlife and Nature Ordinance by the Falkland Islands Government (4). Conservation programmes are currently focusing on protecting the Falkland Islands\xe2\x80\x99 plant species and mitigating the threats to their survival while Falklands Conservation is also working in collaboration with the Royal Botanic Gardens Kew on identifying important plant areas throughout the islands (8). The Falklands Islands Plant Conservation Project with assistance from Falklands Conservation is developing a strategy for the long-term conservation of the islands\xe2\x80\x99 threatened flora with plans for sustainable land management and protection. Public education projects are also aiming to tackle human disturbances to natural environments (7). ,invasive; ,protected; ,1,1
Petagnia saniculifolia,Petagnaea gussonei,Falsa sanicola (Petagnaea gussonei),Plantae,Tracheophyta,Magnoliopsida,Apiales,Umbelliferae,Petagnaea (1),Petagnaea (1),[],[] , , ,0,0
Faux Gavial Malais,Tomistoma schlegelii,False gharial (Tomistoma schlegelii),Animalia,Chordata,Reptilia,Crocodylia,Crocodylidae,Tomistoma (1),Male length: at least 5 m (2),Habitat destruction caused by the construction of dams channelling and deforestation amongst others has been the main cause of the decline of this species and continues to be its main threat to this day (3). Intensive hunting in some areas especially Sumatra in the mid 20th Century also contributed greatly to the decline in population numbers (3). Further threats come from fishing practices with false gharials either becoming caught in nets poisoned by toxins used to kill fish or else loosing their food source to local fishermen (2).,International trade in the false gharial is prevented by its listing on Appendix I of the Convention on International Trade in Endangered Species (CITES) (1) and many of the known populations occur within protected areas (3). Recent population estimates of the false gharial are under 2500 mature adults but data on distribution is still insufficient (2). Before a successful conservation management plan can be implemented more information needs to be collected on the current status of this species in Malaysia and Indonesia. Further research into behaviour and ecology must be carried out in order to identify priority habitats and population needs (3). A Tomistoma Task Force has recently been set up under the umbrella of the IUCN-SSC Crocodile Specialist Group (5). ,hunting;fishing; ,cites;protected; ,2,2
Plantae,Nastanthus falklandicus,False-plantain (Nastanthus falklandicus),Plantae,Tracheophyta,Magnoliopsida,Calycerales,Calyceraceae,Nastanthus (1),,[],[] , , ,0,0
Serrated day gecko,Phelsuma serraticauda,Fan-tailed day gecko (Phelsuma serraticauda),Animalia,Chordata,Reptilia,Squamata,Gekkonidae,Phelsuma (1),Phelsuma (1),[],[] , , ,0,0
Plantae,Abies fanjingshanensis,Fanjingshan fir (Abies fanjingshanensis),Plantae,Tracheophyta,Coniferopsida,Coniferales,Pinaceae,Abies (1),,[],[] , , ,0,0
Animalia,Rhacophorus arvalis,Farmland green treefrog (Rhacophorus arvalis),Animalia,Chordata,Amphibia,Anura,Rhacophoridae,Rhacophorus (1),,[],[] , , ,0,0
Malamasafoy,Delonix pumila,Fengoko (Delonix pumila),Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Delonix (1),Delonix (1),[],[] , , ,0,0
Animalia,Centrolene fernandoi,Fernando's giant glass frog (Centrolene fernandoi),Animalia,Chordata,Amphibia,Anura,Centrolenidae,Centrolene (1),,[],[] , , ,0,0
